Timestamp,Server_ID,CPU_Utilization(%),Memory_Usage(%),Disk_IO_Rate(MB/s),Network_Traffic(MBps),Temperature(°C),Power_Consumption(kWh),Cooling_Efficiency(%),Error_Logs_Count,Past_Outage(Yes/No)
01-01-2023 00:00,Server_39,55.82574911,34.54355785,103.7849057,188.429913,31.52362555,430.6580137,86.06550325,1,No
01-01-2023 00:01,Server_29,75.74317797,75.625001,123.7749004,93.94084316,33.23546914,518.4935768,79.00346023,1,No
01-01-2023 00:02,Server_15,61.6887703,33.0558515,171.0681617,262.6405665,27.24503564,453.0658884,81.25633913,0,Yes
01-01-2023 00:03,Server_43,84.56143797,54.89093883,165.5606552,407.2832465,33.71238213,484.366871,69.46140676,3,No
01-01-2023 00:04,Server_8,35.12820969,56.63539758,92.49533541,392.8723611,27.80036874,422.8669059,63.55259342,2,No
01-01-2023 00:05,Server_21,57.71849134,58.95817293,144.3015801,209.7444137,31.57256549,430.7014223,63.37502191,0,Yes
01-01-2023 00:06,Server_39,56.68933573,60.537039,63.60718769,326.4294094,41.75598299,467.0839734,57.84276598,2,No
01-01-2023 00:07,Server_19,33.61491012,62.07221335,142.5207081,462.9119778,39.37557873,644.3556707,71.16551001,1,No
01-01-2023 00:08,Server_23,74.12590004,23.76955107,127.4247653,117.5919546,26.08723919,534.2282003,69.12586024,4,No
01-01-2023 00:09,Server_11,100,60.21983865,138.9489681,280.9396824,28.4675251,520.9974869,85.1181232,2,No
01-01-2023 00:10,Server_11,54.65987851,26.55636639,105.1277623,334.3795549,21.73022011,470.4805812,64.66405631,2,No
01-01-2023 00:11,Server_24,65.10042177,70.9832711,224.2035637,301.2018408,30.99322804,316.8279991,96.939488,1,No
01-01-2023 00:12,Server_36,56.69036952,51.67312266,74.93501462,402.0760073,28.94608378,572.5644556,64.98431185,2,No
01-01-2023 00:13,Server_40,40.7283066,27.64444912,168.5775855,120.2608764,23.12990574,540.7255562,65.92517749,1,No
01-01-2023 00:14,Server_24,18.58479444,47.78692984,68.41508401,179.3017607,32.93424246,486.5925245,60.19998342,0,No
01-01-2023 00:15,Server_3,40.88453034,51.44886991,145.2172087,381.8449611,25.67195195,445.6153303,75.09694611,0,No
01-01-2023 00:16,Server_22,27.16083238,77.86049426,148.7894989,95.73311267,24.39546005,504.5915988,71.78089893,1,No
01-01-2023 00:17,Server_2,89.08204156,62.94956613,122.7487936,397.4121409,28.99748155,426.8897719,73.92122695,1,No
01-01-2023 00:18,Server_24,52.69780612,65.16667417,95.23377947,353.9781787,24.67463648,522.7945495,79.06874277,0,No
01-01-2023 00:19,Server_44,48.08161342,77.71832451,127.0567445,389.0303688,26.84160237,366.2098739,84.82653491,1,No
01-01-2023 00:20,Server_30,72.7830765,58.55783568,133.3505167,243.6852417,35.73125356,258.9947799,63.30172703,4,No
01-01-2023 00:21,Server_38,32.56497794,71.31281942,209.4968243,361.1806124,23.92657622,329.8825183,75.19603802,1,No
01-01-2023 00:22,Server_2,39.66271924,70.25791671,76.38298573,159.3254916,30.37704741,464.1022066,83.55334115,1,No
01-01-2023 00:23,Server_21,56.36144538,40.7029576,92.20432518,250.2594069,24.08250419,419.8261094,64.05872157,1,No
01-01-2023 00:24,Server_33,75.57537983,82.09475366,134.2367779,304.3606728,22.13404247,435.2258482,100,0,No
01-01-2023 00:25,Server_12,65.0337009,38.6954733,107.1973105,192.1500691,26.59225444,320.3918338,98.41248528,1,No
01-01-2023 00:26,Server_22,59.96650285,73.76049974,114.9979481,326.1728242,40.42213391,480.1936016,74.24861757,0,No
01-01-2023 00:27,Server_44,56.5623547,37.24390445,173.5175918,162.6951325,30.90812864,346.3397198,63.93341733,4,No
01-01-2023 00:28,Server_25,63.00471711,69.01855182,21.01332517,332.2380972,29.31026317,499.6576021,65.22063395,0,No
01-01-2023 00:29,Server_49,59.0330581,87.92872317,90.10253275,509.0220365,24.37723992,308.5238877,77.33736051,1,No
01-01-2023 00:30,Server_27,34.4005545,56.80532015,32.88153869,149.2001234,25.07708525,366.1264058,81.39721989,1,No
01-01-2023 00:31,Server_42,55.92158443,56.15466536,60.20917815,297.292786,19.58261387,352.6834322,56.57796659,0,No
01-01-2023 00:32,Server_28,33.52622682,69.15659999,240.2312246,105.844673,35.97517992,507.3797205,65.54008131,2,No
01-01-2023 00:33,Server_16,56.62165086,55.05905316,149.9084067,200.0455178,28.34455436,403.8114952,76.418022,2,No
01-01-2023 00:34,Server_15,45.38704117,87.27418056,167.5782463,384.2339006,27.90974595,492.4693924,60.95589512,3,No
01-01-2023 00:35,Server_47,100,62.88288374,115.9735175,248.3245678,28.01923767,564.0423452,72.02929417,2,No
01-01-2023 00:36,Server_44,54.20211232,55.19745738,157.9356912,389.0892167,37.45074733,628.001441,79.31197196,2,No
01-01-2023 00:37,Server_3,26.91520867,51.89571708,31.67177462,342.706003,28.49750255,473.1159007,73.37981236,3,No
01-01-2023 00:38,Server_37,52.31639579,46.00577295,171.9149206,292.2578074,26.03733579,339.8054466,67.6574331,1,No
01-01-2023 00:39,Server_7,65.38717491,50.5836752,79.00779407,176.4704886,35.9955577,575.1228643,75.87012185,0,No
01-01-2023 00:40,Server_21,88.46727892,54.7398991,93.43420903,382.2585862,26.35172445,601.1355439,80.06886921,2,No
01-01-2023 00:41,Server_9,43.210952,52.6854139,145.2575535,336.4960474,18.54207948,444.0157088,65.79157048,3,Yes
01-01-2023 00:42,Server_39,23.35144052,50.12737089,135.8223379,116.635151,19.36496773,581.8637626,78.44351784,4,Yes
01-01-2023 00:43,Server_18,71.33674023,91.48261846,124.2310024,184.2569288,26.04145096,483.3298488,78.24532002,5,No
01-01-2023 00:44,Server_4,27.38802588,44.54857385,51.84519232,32.28346579,28.45819354,284.0817194,80.19179972,0,No
01-01-2023 00:45,Server_25,46.27689117,62.19948881,124.9906834,136.1247832,31.10972772,386.899827,77.62875661,2,No
01-01-2023 00:46,Server_14,49.84759029,68.88781515,168.0280677,262.3948487,22.40848885,399.4834644,76.30070105,3,No
01-01-2023 00:47,Server_50,53.60733093,69.45161993,93.3756452,173.2973232,25.87370659,413.631746,73.44034326,2,No
01-01-2023 00:48,Server_9,68.78328914,59.12089386,185.7468523,200.2000085,22.95174975,356.6542626,72.00894527,3,No
01-01-2023 00:49,Server_26,41.32731435,56.38946142,76.3654032,466.8684189,32.56857029,353.5311448,82.22993024,2,No
01-01-2023 00:50,Server_2,49.52541496,66.77321237,120.3273946,423.4575989,33.41209801,584.5933976,74.04543908,2,Yes
01-01-2023 00:51,Server_20,54.71459294,63.99782475,196.7663867,216.6398175,36.79131059,276.3318225,80.35087169,3,No
01-01-2023 00:52,Server_28,57.99195915,56.11561748,85.93000437,395.2245161,28.75767507,377.5972439,80.1942474,5,No
01-01-2023 00:53,Server_47,56.95654349,36.57182142,172.6992742,445.7847423,36.32647996,512.1049025,65.60231194,3,No
01-01-2023 00:54,Server_7,63.7201155,52.98114417,218.7326181,374.225819,23.53548741,394.251715,71.81350649,2,Yes
01-01-2023 00:55,Server_44,71.87679019,42.80174754,128.5522034,335.871298,28.07970912,490.033856,74.47163526,1,No
01-01-2023 00:56,Server_8,62.85268231,49.99260675,93.64915063,431.7987693,21.69590428,409.8615006,75.90112192,6,Yes
01-01-2023 00:57,Server_47,64.07171047,60.49834858,81.36305985,392.3421576,29.86667037,493.7435427,79.29264166,2,No
01-01-2023 00:58,Server_35,23.35553667,65.38104216,185.2301352,154.4286884,28.42371803,346.2045934,76.78701082,1,No
01-01-2023 00:59,Server_14,56.00455398,86.70679127,183.83471,277.3281295,15,264.1465724,75.41958629,2,No
01-01-2023 01:00,Server_17,64.59015096,51.93890432,192.4654561,233.7517103,32.54803528,409.8907799,70.64764687,1,Yes
01-01-2023 01:01,Server_36,69.57882389,71.61938453,118.3580825,438.2968181,31.27675012,271.1823495,85.56928678,2,No
01-01-2023 01:02,Server_50,41.15298452,64.58940037,171.8903471,230.3493539,24.22179168,443.3132797,78.47508544,0,No
01-01-2023 01:03,Server_40,41.8192145,79.43996506,117.5580304,209.7378034,28.40608929,336.3297587,73.87897933,2,No
01-01-2023 01:04,Server_4,43.51798649,68.64343079,75.84724392,423.2018489,19.53129129,337.530015,71.10374855,1,No
01-01-2023 01:05,Server_2,65.728278,44.87277859,176.2088393,331.1605219,23.14889747,597.2031256,77.7984044,1,No
01-01-2023 01:06,Server_6,75.6776211,34.15430956,201.6935139,553.4138821,35.34539715,477.3718175,75.29599524,0,No
01-01-2023 01:07,Server_42,46.85079785,64.6689255,68.96990136,196.5310173,21.22826757,296.3780026,59.76130707,3,No
01-01-2023 01:08,Server_4,73.15924627,52.07323503,68.02845185,237.7396885,27.04773159,445.169268,65.0944388,2,Yes
01-01-2023 01:09,Server_29,57.46959618,45.29529381,121.9990967,434.6361285,20.01819499,435.7048285,88.04576317,0,No
01-01-2023 01:10,Server_18,52.51428446,40.98633443,167.8064303,146.5079554,28.6897261,243.1532015,78.70449706,2,No
01-01-2023 01:11,Server_26,50.7723154,62.41463246,63.30904031,458.363083,29.81372553,484.7651762,68.60282069,5,No
01-01-2023 01:12,Server_44,69.93222729,82.61561549,131.3507868,155.1053541,30.62065108,545.2822118,71.2711536,0,Yes
01-01-2023 01:13,Server_34,61.51155634,53.86991481,90.4786523,373.2268276,29.33992002,407.7152549,66.38032424,0,No
01-01-2023 01:14,Server_10,100,68.85405467,155.041455,78.83387682,34.1341777,420.7937128,69.75352657,5,No
01-01-2023 01:15,Server_36,37.95550714,58.46600475,80.10565893,305.4155808,24.22985865,394.2798029,85.24500709,1,No
01-01-2023 01:16,Server_14,65.36203404,40.65926866,158.59015,135.6563413,21.70862751,488.5454122,73.18945353,1,No
01-01-2023 01:17,Server_31,44.4159798,71.02217015,112.0892595,531.1530284,24.06413639,425.0537355,83.33196877,2,No
01-01-2023 01:18,Server_48,37.61426026,43.57961934,73.14297382,171.4043385,20.26884592,429.0374753,91.27667916,2,No
01-01-2023 01:19,Server_15,54.78265726,60.32439946,123.1844978,200.5371589,27.39389846,369.0581452,71.04852555,1,No
01-01-2023 01:20,Server_8,57.74704959,54.87719377,23.10133428,364.2511148,26.30189176,654.133439,62.04894171,4,No
01-01-2023 01:21,Server_14,100,73.39616152,92.04527139,227.8850845,29.38768671,424.0388675,79.32927065,1,No
01-01-2023 01:22,Server_23,51.31708369,44.12773511,136.8700535,383.9944028,18.91879264,520.0585517,66.79692892,2,No
01-01-2023 01:23,Server_40,32.39642541,65.86304862,31.41226105,214.6931786,26.93493813,476.5465275,75.0060694,1,No
01-01-2023 01:24,Server_21,60.46021435,47.40303889,8.556842655,205.4458852,33.07240433,200,76.68521727,4,No
01-01-2023 01:25,Server_16,13.50719925,52.33342182,3.031634009,296.6929553,29.86114723,412.9300197,93.57195324,2,No
01-01-2023 01:26,Server_45,53.16086435,5.471996587,186.3564278,153.9683392,17.52232062,334.7024837,78.22903358,2,No
01-01-2023 01:27,Server_18,55.32050565,91.38147857,116.1620494,347.5639638,26.94145522,547.673507,70.42898773,0,Yes
01-01-2023 01:28,Server_47,70.89200766,68.25835399,93.3767303,405.2758224,23.3361252,323.3619594,81.25842632,2,No
01-01-2023 01:29,Server_24,74.47244499,48.48978771,167.2577368,366.3595968,27.06430943,499.4820166,83.15156139,1,No
01-01-2023 01:30,Server_26,44.92860762,43.13016468,99.77751588,377.1937046,25.09673414,549.6492325,87.04845689,2,No
01-01-2023 01:31,Server_25,51.98771971,52.56526871,133.423095,69.0173736,35.69648205,478.0407318,65.77109989,2,No
01-01-2023 01:32,Server_45,39.67758339,70.75319302,121.2877675,244.6022705,27.42856591,450.3776934,87.90917053,1,No
01-01-2023 01:33,Server_41,32.4387489,31.61872612,96.45002896,272.7521801,28.58379357,410.4089653,97.86168376,2,No
01-01-2023 01:34,Server_29,61.19789559,57.87623371,134.7072942,474.5343206,26.77968196,437.6498381,87.68605199,0,Yes
01-01-2023 01:35,Server_15,29.52828903,86.55962809,158.6630611,230.2431134,29.37225308,315.9901413,89.50517974,2,No
01-01-2023 01:36,Server_45,46.70746199,42.99080496,110.7546691,23.79186087,25.91557332,467.7876494,70.65265306,1,No
01-01-2023 01:37,Server_1,35.0965208,61.20577558,96.97222134,179.5236592,30.86758906,555.1487843,91.89424966,2,No
01-01-2023 01:38,Server_25,65.99366373,93.04964723,102.8743796,220.6568139,25.04037259,362.7610318,70.23919114,3,No
01-01-2023 01:39,Server_7,91.02860199,69.48227445,5.104373361,41.22214393,33.88226687,451.8384662,74.61231491,2,No
01-01-2023 01:40,Server_9,28.96824034,61.88885731,134.1529773,416.2443025,29.48223548,439.653725,70.35473944,5,No
01-01-2023 01:41,Server_24,17.93963034,67.59954682,59.54443555,111.6503961,26.23721359,481.2644371,69.18820618,2,No
01-01-2023 01:42,Server_1,52.50226229,53.98701997,151.4859362,353.5225858,31.21045916,396.3568958,74.94759866,0,No
01-01-2023 01:43,Server_44,55.31395592,79.49446928,115.478795,168.9123929,29.46515024,299.1453672,63.46244756,5,No
01-01-2023 01:44,Server_8,59.37318614,54.01004966,125.2560548,480.8381241,31.13657576,337.976329,68.12849622,2,No
01-01-2023 01:45,Server_24,46.0735897,30.61227587,155.0164585,266.8615563,27.42871939,218.1613214,65.2737607,4,No
01-01-2023 01:46,Server_11,50.98721402,54.13045344,73.67381168,242.5066014,25.79406116,527.6058414,90.34192794,1,No
01-01-2023 01:47,Server_17,62.35020821,45.49898205,138.4624222,363.3905336,27.67638091,489.7657351,91.20039221,3,No
01-01-2023 01:48,Server_8,75.80861785,55.78208982,133.3810526,179.1239419,24.49811696,448.5463991,100,0,No
01-01-2023 01:49,Server_35,15.89902459,56.11373911,110.7609584,369.0655769,31.89664322,380.2935729,74.33084636,0,No
01-01-2023 01:50,Server_35,47.62121122,77.961348,73.59068996,242.199765,34.34593407,433.7932573,75.29432865,2,No
01-01-2023 01:51,Server_33,59.27617588,70.4293909,149.7619182,228.6477784,29.89518759,447.1497082,82.71460257,2,No
01-01-2023 01:52,Server_5,36.64047791,63.94898231,155.1727272,289.4917548,34.09078805,397.8732105,62.23612494,2,No
01-01-2023 01:53,Server_42,89.62339264,59.95581883,125.6801013,169.2395477,32.63432273,401.6805534,65.21573001,3,No
01-01-2023 01:54,Server_39,42.2918024,44.11712987,66.48487921,277.0929978,25.65874127,580.9489426,59.02833072,1,No
01-01-2023 01:55,Server_41,54.17414626,27.28237144,93.62754835,340.7382057,31.1789625,324.9183237,83.36789645,2,No
01-01-2023 01:56,Server_28,66.12044194,61.69740017,116.9833639,22.95103215,20.58517053,549.2867551,66.38880165,2,No
01-01-2023 01:57,Server_7,43.17430422,71.91961805,154.4247275,430.9569035,27.9303439,288.4872187,85.01646278,2,No
01-01-2023 01:58,Server_9,18.06853904,58.37499175,40.82552994,397.9173756,21.08822822,610.7777216,70.38201561,1,No
01-01-2023 01:59,Server_8,46.42690946,51.97718516,91.80982678,77.45073905,26.45172048,211.0400393,75.03738762,3,No
01-01-2023 02:00,Server_12,75.58881112,66.96753248,99.866372,58.74812452,19.80152602,496.5388775,73.28855221,0,No
